OBJECTID,ID,Reported Date,Reported Hour,Reported Year,Occurred Date,Occurred Hour,Occurred Year,Time of Day,Weekday,Day of Week,Neighbourhood,Sector,Division,Ward,Councillor,Census Tract,x,y
346,346,2/18/2023 5:00:00 AM,2000,2023,2/18/2023 5:00:00 AM,2000,2023,Evening,Saturday,6,Crestview - Meadowlands,17,West,Ward 8 - College,Laine Johnson,5050133.00,363933.4273,5024245.56399946
347,347,2/18/2023 5:00:00 AM,2200,2023,2/18/2023 5:00:00 AM,2200,2023,Evening,Saturday,6,Lowertown,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050056.00,368516.704100003,5032987.59099946
348,348,2/21/2023 5:00:00 AM,100,2023,2/21/2023 5:00:00 AM,100,2023,Night,Tuesday,2,Lowertown,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050056.00,368389.704900003,5032597.58709946
349,349,2/27/2023 5:00:00 AM,2000,2023,2/27/2023 5:00:00 AM,2000,2023,Evening,Monday,1,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.00,371200.957000004,5032202.81999946
350,350,2/27/2023 5:00:00 AM,2100,2023,2/27/2023 5:00:00 AM,1900,2023,Evening,Monday,1,Emerald Woods - Sawmill Creek,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050123.01,371343.692900004,5023582.96899946
351,351,3/4/2023 5:00:00 AM,2100,2023,3/4/2023 5:00:00 AM,2100,2023,Evening,Saturday,6,Crestview - Meadowlands,17,West,Ward 8 - College,Laine Johnson,5050134.00,364829.740000002,5023090.53889946
352,352,3/5/2023 5:00:00 AM,700,2023,3/5/2023 5:00:00 AM,700,2023,Morning,Sunday,7,Orléans Village - Chateauneuf,31,East,Ward 2 - Orléans West-Innes,Laura Dudas,5050125.08,382637.755900009,5035567.56409946
353,353,3/17/2023 5:00:00 AM,900,2023,3/17/2023 5:00:00 AM,900,2023,Morning,Friday,5,Greenbelt - Stony Swamp,15,West,Ward 8 - College,Laine Johnson,5050141.14,357905.0663,5018504.36119946
354,354,4/3/2023 5:00:00 AM,300,2023,4/3/2023 5:00:00 AM,300,2023,Night,Monday,1,Greenboro East,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.05,371951.731000003,5025153.52189946
355,355,4/12/2023 5:00:00 AM,1900,2023,4/12/2023 5:00:00 AM,1900,2023,Evening,Wednesday,3,Riverside South - Leitrim,35,East,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,5050126.07,374010.024900005,5019208.54299946
356,356,4/16/2023 5:00:00 AM,1800,2023,4/15/2023 5:00:00 AM,1400,2023,Afternoon,Saturday,6,Rothwell Heights - Beacon Hill North,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050121.01,375654.727100006,5034556.58709946
357,357,4/22/2023 5:00:00 AM,400,2023,4/22/2023 5:00:00 AM,400,2023,Night,Saturday,6,Byward Market,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050054.00,368042.704100002,5032503.58709946
358,358,4/24/2023 5:00:00 AM,1900,2023,4/24/2023 5:00:00 AM,1900,2023,Evening,Monday,1,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,31,East,Ward 19 - Orléans South-Navan,Catherine Kitts,5050171.07,385921.027100011,5036745.67399946
359,359,4/24/2023 5:00:00 AM,1500,2023,4/24/2023 5:00:00 AM,1500,2023,Afternoon,Monday,1,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050041.00,366981.155100002,5030237.84109946
360,360,5/8/2023 5:00:00 AM,2200,2023,5/8/2023 5:00:00 AM,2200,2023,Evening,Monday,1,Hunt Club East - Western Community,35,East,Ward 16 - River,Riley Brockington,5050002.05,369724.965200004,5023366.15739946
361,361,5/24/2023 5:00:00 AM,1700,2023,5/24/2023 5:00:00 AM,1700,2023,Afternoon,Wednesday,3,Hawthorne Meadows - Sheffield Glen,33,East,Ward 18 - Alta Vista,Marty Carr,5050010.00,374155.735900006,5028299.54189946
362,362,5/25/2023 5:00:00 AM,2300,2023,5/25/2023 5:00:00 AM,2300,2023,Evening,Thursday,4,Byward Market,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050054.00,367866.786200002,5032275.26129946
363,363,5/25/2023 5:00:00 AM,2300,2023,5/25/2023 5:00:00 AM,2300,2023,Evening,Thursday,4,Greenboro East,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.06,372263.732900005,5024785.51889946
364,364,6/2/2023 5:00:00 AM,500,2023,6/2/2023 5:00:00 AM,500,2023,Night,Friday,5,Carlington,21,Central,Ward 16 - River,Riley Brockington,5050022.00,364462.493100002,5026097.12009946
365,365,6/3/2023 5:00:00 AM,100,2023,6/3/2023 5:00:00 AM,100,2023,Night,Saturday,6,Cityview - Skyline - Fisher Heights,17,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050132.00,364728.698100002,5024304.51589946
366,366,6/4/2023 5:00:00 AM,2100,2023,6/4/2023 5:00:00 AM,2100,2023,Evening,Sunday,7,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050103.00,369770.707100004,5033817.59589946
367,367,6/8/2023 5:00:00 AM,1800,2023,6/8/2023 5:00:00 AM,1800,2023,Evening,Thursday,4,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050040.00,367367.162900001,5030718.82269946
368,368,6/10/2023 5:00:00 AM,600,2023,6/10/2023 5:00:00 AM,100,2023,Night,Saturday,6,Merivale Gardens - Grenfell Glen - Pineglen - Country Place,17,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050130.01,366424.735500004,5020783.58029946
369,369,6/10/2023 5:00:00 AM,0,2023,6/10/2023 5:00:00 AM,0,2023,Night,Saturday,6,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050038.00,367502.766000003,5031002.92189946
370,370,6/10/2023 5:00:00 AM,300,2023,6/10/2023 5:00:00 AM,100,2023,Night,Saturday,6,Byward Market,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050054.00,367943.703000002,5032442.58599946
371,371,6/13/2023 5:00:00 AM,300,2023,6/13/2023 5:00:00 AM,300,2023,Night,Tuesday,2,Civic Hospital-Central Park,21,Central,Ward 15 - Kitchissippi,Jeff Leiper,5050034.00,365657.700000002,5028517.55209946
372,372,6/17/2023 5:00:00 AM,900,2023,6/17/2023 5:00:00 AM,900,2023,Morning,Saturday,6,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050013.00,370423.712100003,5032510.58299946
373,373,6/19/2023 5:00:00 AM,2000,2023,6/19/2023 5:00:00 AM,2000,2023,Evening,Monday,1,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050029.00,359558.671000002,5024103.51209946
374,374,6/22/2023 5:00:00 AM,2000,2023,6/22/2023 5:00:00 AM,2000,2023,Evening,Thursday,4,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050060.00,371333.019200003,5034330.97659946
375,375,6/28/2023 5:00:00 AM,1000,2023,6/28/2023 5:00:00 AM,1000,2023,Morning,Wednesday,3,Carlington,21,Central,Ward 16 - River,Riley Brockington,5050022.00,364049.694000003,5026375.53289946
376,376,6/29/2023 5:00:00 AM,2200,2023,6/29/2023 5:00:00 AM,2100,2023,Evening,Thursday,4,Civic Hospital-Central Park,21,Central,Ward 16 - River,Riley Brockington,5050023.02,364417.820000001,5025858.52709946
377,377,7/2/2023 5:00:00 AM,200,2023,7/2/2023 5:00:00 AM,200,2023,Night,Sunday,7,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.01,373001.729000006,5029506.55289946
378,378,7/2/2023 5:00:00 AM,200,2023,7/1/2023 5:00:00 AM,2100,2023,Evening,Saturday,6,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.00,371512.711000003,5032232.61369946
379,379,7/5/2023 5:00:00 AM,1100,2023,7/2/2023 5:00:00 AM,200,2023,Night,Sunday,7,East Industrial,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.01,372348.625900005,5030664.68169946
380,380,7/5/2023 5:00:00 AM,0,2023,7/5/2023 5:00:00 AM,0,2023,Night,Wednesday,3,Cummings,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050012.00,372212.120300003,5032175.04219946
381,381,7/13/2023 5:00:00 AM,1900,2023,7/13/2023 5:00:00 AM,1900,2023,Evening,Thursday,4,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050038.00,367563.534200003,5031134.06259946
382,382,7/17/2023 5:00:00 AM,1500,2023,7/17/2023 5:00:00 AM,1500,2023,Afternoon,Monday,1,Lowertown,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050056.00,368357.593600002,5033014.81969946
383,383,7/17/2023 5:00:00 AM,1600,2023,7/17/2023 5:00:00 AM,1600,2023,Afternoon,Monday,1,Lowertown,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050056.00,368436.704100002,5032843.58899946
384,384,7/24/2023 5:00:00 AM,1400,2023,7/24/2023 5:00:00 AM,1400,2023,Afternoon,Monday,1,Metcalfe,36,East,Ward 20 - Osgoode,Isabelle Skalski,5050190.02,380791.367900006,5011926.31699946
385,385,7/29/2023 5:00:00 AM,200,2023,7/29/2023 5:00:00 AM,200,2023,Night,Saturday,6,East Industrial,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.08,374601.740000005,5027551.53589946
386,386,8/4/2023 5:00:00 AM,2100,2023,8/4/2023 5:00:00 AM,2100,2023,Evening,Friday,5,Hunt Club Upper -Blossom Park - Timbermill,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050123.04,372195.573100005,5024135.32799946
387,387,8/6/2023 5:00:00 AM,0,2023,8/6/2023 5:00:00 AM,0,2023,Night,Sunday,7,Carson Grove - Carson Meadows,32,East,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050062.01,372952.718100005,5033972.58989946
388,388,8/17/2023 5:00:00 AM,2300,2023,8/17/2023 5:00:00 AM,2300,2023,Evening,Thursday,4,Hunt Club East - Western Community,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050127.00,370357.253700004,5022836.09009946
389,389,8/19/2023 5:00:00 AM,300,2023,8/19/2023 5:00:00 AM,300,2023,Night,Saturday,6,Russell - Edwards,37,East,Ward 20 - Osgoode,Isabelle Skalski,5050126.04,383016.791000009,5023978.49699946
390,390,9/2/2023 5:00:00 AM,2200,2023,9/2/2023 5:00:00 AM,2200,2023,Evening,Saturday,6,Hunt Club - Ottawa Airport,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050127.00,370029.761900004,5022883.40899946
391,391,9/9/2023 5:00:00 AM,1600,2023,9/9/2023 5:00:00 AM,1600,2023,Afternoon,Saturday,6,Britannia Village,14,West,Ward 7 - Bay,Theresa Kavanagh,5050030.00,360502.570100002,5025460.40789946
392,392,9/17/2023 5:00:00 AM,2300,2023,9/17/2023 5:00:00 AM,2200,2023,Evening,Sunday,7,Riverside South - Leitrim,35,East,Ward 22 - Riverside South-Findlay Creek,Steve Desroches,5050126.08,375217.957000006,5019917.58599946
393,393,9/17/2023 5:00:00 AM,100,2023,9/17/2023 5:00:00 AM,100,2023,Night,Sunday,7,Britannia Village,14,West,Ward 7 - Bay,Theresa Kavanagh,5050030.00,360135.577000001,5025337.64899946
394,394,9/18/2023 5:00:00 AM,900,2023,9/18/2023 5:00:00 AM,900,2023,Morning,Monday,1,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050028.00,360218.930999999,5023567.32109946
395,395,9/18/2023 5:00:00 AM,1800,2023,9/18/2023 5:00:00 AM,900,2023,Morning,Monday,1,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050028.00,360123.895100002,5023334.48709946
396,396,9/18/2023 5:00:00 AM,0,2023,9/18/2023 5:00:00 AM,0,2023,Night,Monday,1,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050028.00,360123.895100002,5023334.48709946
397,397,9/22/2023 5:00:00 AM,2200,2023,9/22/2023 5:00:00 AM,2200,2023,Evening,Friday,5,Hunt Club Upper -Blossom Park - Timbermill,35,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050123.04,372195.573100005,5024135.32799946
398,398,9/23/2023 5:00:00 AM,2300,2023,9/23/2023 5:00:00 AM,2300,2023,Evening,Saturday,6,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050013.00,370737.715100003,5031787.57589946
399,399,9/26/2023 5:00:00 AM,0,2023,9/26/2023 5:00:00 AM,0,2023,Night,Tuesday,2,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050104.00,369581.707100004,5033622.59509946
400,400,9/30/2023 5:00:00 AM,200,2023,9/30/2023 5:00:00 AM,200,2023,Night,Saturday,6,East Industrial,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.01,372348.625900005,5030664.68169946
401,401,10/7/2023 5:00:00 AM,1900,2023,10/7/2023 5:00:00 AM,1900,2023,Evening,Saturday,6,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.00,371179.715900005,5032368.57999946
402,402,10/8/2023 5:00:00 AM,2300,2023,10/8/2023 5:00:00 AM,2300,2023,Evening,Sunday,7,Hunt Club Park,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.07,373876.738900005,5026254.52789946
403,403,10/11/2023 5:00:00 AM,2100,2023,10/11/2023 5:00:00 AM,2100,2023,Evening,Wednesday,3,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,31,East,Ward 1 - Orléans East-Cumberland,Matthew Luloff,5050170.08,383736.182600009,5036677.45529946
404,404,10/18/2023 5:00:00 AM,1200,2023,10/18/2023 5:00:00 AM,1200,2023,Afternoon,Wednesday,3,Byward Market,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050054.00,368262.704100003,5032521.58599946
405,405,11/1/2023 5:00:00 AM,800,2023,11/1/2023 5:00:00 AM,700,2023,Morning,Wednesday,3,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050028.00,360123.895100002,5023334.48709946
406,406,11/3/2023 5:00:00 AM,2000,2023,11/3/2023 5:00:00 AM,2000,2023,Evening,Friday,5,Iris,15,West,Ward 8 - College,Laine Johnson,5050026.00,361105.678900001,5023548.50709946
407,407,11/6/2023 5:00:00 AM,1400,2023,11/6/2023 5:00:00 AM,1400,2023,Afternoon,Monday,1,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050038.00,367742.664500003,5030844.06059946
408,408,11/22/2023 5:00:00 AM,500,2023,11/22/2023 5:00:00 AM,500,2023,Night,Wednesday,3,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050102.00,370297.710100004,5033474.59209946
409,409,11/23/2023 5:00:00 AM,600,2023,11/23/2023 5:00:00 AM,600,2023,Morning,Thursday,4,Centrepointe,15,West,Ward 8 - College,Laine Johnson,5050137.05,361962.079700002,5023163.69949946
410,410,12/6/2023 5:00:00 AM,1400,2023,12/6/2023 5:00:00 AM,1400,2023,Afternoon,Wednesday,3,Beacon Hill South - Cardinal Heights,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050121.01,375672.727900005,5034351.58489946
411,411,12/11/2023 5:00:00 AM,700,2023,12/11/2023 5:00:00 AM,700,2023,Morning,Monday,1,CFB Rockcliffe-NRC,32,East,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050061.00,371585.000600004,5033731.78759946
412,412,12/17/2023 5:00:00 AM,1400,2023,12/17/2023 5:00:00 AM,1400,2023,Afternoon,Sunday,7,Whitehaven - Queensway Terrace North,14,West,Ward 7 - Bay,Theresa Kavanagh,5050029.00,359558.671000002,5024103.51209946
413,413,12/21/2023 5:00:00 AM,1400,2023,12/21/2023 5:00:00 AM,1400,2023,Afternoon,Thursday,4,Hunt Club South Industrial,17,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050130.01,366150.704100002,5021836.49509946
414,414,1/8/2024 5:00:00 AM,1400,2024,1/8/2024 5:00:00 AM,1400,2024,Afternoon,Monday,1,West Centertown,22,Central,Ward 14 - Somerset,Ariel Troster,5050035.00,366685.581700004,5029267.47379946
415,415,1/11/2024 5:00:00 AM,900,2024,1/11/2024 5:00:00 AM,900,2024,Morning,Thursday,4,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.00,372120.720000002,5032152.57589946
416,416,1/15/2024 5:00:00 AM,300,2024,1/15/2024 5:00:00 AM,300,2024,Night,Monday,1,Blackburn Hamlet,31,East,Ward 2 - Orléans West-Innes,Laura Dudas,5050125.02,377925.743000006,5032584.56299946
417,417,1/16/2024 5:00:00 AM,1100,2024,1/13/2024 5:00:00 AM,100,2024,Night,Saturday,6,Russell - Edwards,37,East,Ward 20 - Osgoode,Isabelle Skalski,5050126.04,376957.253100006,5017838.43589946
418,418,1/29/2024 5:00:00 AM,1300,2024,1/29/2024 5:00:00 AM,1300,2024,Afternoon,Monday,1,West Centertown,22,Central,Ward 15 - Kitchissippi,Jeff Leiper,5050035.00,366557.703000002,5028965.55589946
419,419,2/5/2024 5:00:00 AM,400,2024,2/5/2024 5:00:00 AM,400,2024,Night,Monday,1,North Gower,12,West,Ward 21 - Rideau-Jock,David Brown,5050200.02,367763.691000001,5007452.36899946
420,420,2/11/2024 5:00:00 AM,1900,2024,2/11/2024 5:00:00 AM,1900,2024,Evening,Sunday,7,Braemar Park - Bel Air Heights - Copeland Park,17,West,Ward 8 - College,Laine Johnson,5050024.00,362510.683400002,5024136.48429946
421,421,2/17/2024 5:00:00 AM,2000,2024,2/17/2024 5:00:00 AM,2000,2024,Evening,Saturday,6,Orléans Central,31,East,Ward 2 - Orléans West-Innes,Laura Dudas,5050124.01,380705.741100006,5037028.58599946
422,422,2/19/2024 5:00:00 AM,300,2024,2/19/2024 5:00:00 AM,300,2024,Night,Monday,1,Byward Market,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050054.00,368283.347500003,5032272.72189946
423,423,2/26/2024 5:00:00 AM,2100,2024,2/26/2024 5:00:00 AM,2100,2024,Evening,Monday,1,Cummings,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050122.03,373082.208000004,5031885.68379946
424,424,2/28/2024 5:00:00 AM,2300,2024,2/28/2024 5:00:00 AM,2300,2024,Evening,Wednesday,3,Carp,11,West,Ward 5 - West Carleton-March,Clarke Kelly,5050300.01,342164.547100002,5021732.50489946
425,425,3/9/2024 5:00:00 AM,600,2024,3/9/2024 5:00:00 AM,600,2024,Morning,Saturday,6,Iris,15,West,Ward 8 - College,Laine Johnson,5050027.00,360750.675900002,5022780.49999946
426,426,3/18/2024 5:00:00 AM,1800,2024,3/18/2024 5:00:00 AM,1800,2024,Evening,Monday,1,Kanata Lakes - Marchwood Lakeside - Morgan's Grant - Kanata North Business Park,13,West,Ward 4 - Kanata North,Cathy Curry,5050160.15,349396.055700001,5018593.65409946
427,427,3/24/2024 5:00:00 AM,2300,2024,3/24/2024 5:00:00 AM,2300,2024,Evening,Sunday,7,Britannia Village,14,West,Ward 7 - Bay,Theresa Kavanagh,5050029.00,359555.489000001,5024438.92409946
428,428,3/27/2024 5:00:00 AM,1400,2024,3/27/2024 5:00:00 AM,1400,2024,Afternoon,Wednesday,3,Crestview - Meadowlands,17,West,Ward 8 - College,Laine Johnson,5050133.00,363379.691,5023311.50599946
429,429,4/1/2024 5:00:00 AM,700,2024,4/1/2024 5:00:00 AM,0,2024,Night,Monday,1,Laurentian,14,West,Ward 15 - Kitchissippi,Jeff Leiper,5050033.01,363450.691000002,5026993.53889946
430,430,4/7/2024 5:00:00 AM,1600,2024,3/24/2024 5:00:00 AM,1600,2024,Afternoon,Sunday,7,Island Park,21,Central,Ward 15 - Kitchissippi,Jeff Leiper,5050044.00,364674.284200002,5028706.45579946
431,431,4/19/2024 5:00:00 AM,2100,2024,4/19/2024 5:00:00 AM,2100,2024,Evening,Friday,5,Rockcliffe - Manor Park,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050059.00,370365.547100004,5034777.29399946
432,432,5/19/2024 5:00:00 AM,400,2024,5/19/2024 5:00:00 AM,400,2024,Night,Sunday,7,Hawthorne Meadows - Sheffield Glen,33,East,Ward 18 - Alta Vista,Marty Carr,5050010.00,374409.737000004,5028440.54189946
433,433,5/23/2024 5:00:00 AM,2100,2024,5/23/2024 5:00:00 AM,2100,2024,Evening,Thursday,4,Cummings,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050122.01,372600.721900005,5032154.57509946
434,434,5/31/2024 5:00:00 AM,200,2024,5/31/2024 5:00:00 AM,0,2024,Night,Friday,5,Overbrook - McArthur,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050012.00,371465.015900004,5032654.67809946
435,435,6/12/2024 5:00:00 AM,0,2024,6/12/2024 5:00:00 AM,0,2024,Night,Wednesday,3,Lowertown,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050052.00,369325.412900003,5032977.10409946
436,436,6/12/2024 5:00:00 AM,1600,2024,6/12/2024 5:00:00 AM,1600,2024,Afternoon,Wednesday,3,Lowertown,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050056.00,368559.704900004,5032916.58989946
437,437,6/15/2024 5:00:00 AM,300,2024,6/15/2024 5:00:00 AM,300,2024,Night,Saturday,6,Byward Market,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050054.00,368207.454000003,5032227.18189946
438,438,6/17/2024 5:00:00 AM,2000,2024,6/17/2024 5:00:00 AM,2000,2024,Evening,Monday,1,Britannia Village,14,West,Ward 7 - Bay,Theresa Kavanagh,5050029.00,359525.672100003,5024720.51699946
439,439,6/22/2024 5:00:00 AM,200,2024,6/22/2024 5:00:00 AM,200,2024,Night,Saturday,6,Byward Market,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050054.00,368315.929900001,5032191.98409946
440,440,6/28/2024 5:00:00 AM,2200,2024,6/28/2024 5:00:00 AM,2100,2024,Evening,Friday,5,Elmvale - Eastway - Riverview - Riverview Park West,33,East,Ward 18 - Alta Vista,Marty Carr,5050011.01,373001.729000006,5029506.55289946
441,441,6/28/2024 5:00:00 AM,2100,2024,6/28/2024 5:00:00 AM,2100,2024,Evening,Friday,5,Rockcliffe - Manor Park,25,Central,Ward 13 - Rideau-Rockcliffe,Rawlson King,5050059.00,370995.707900004,5034919.60409946
442,442,7/2/2024 5:00:00 AM,0,2024,7/2/2024 5:00:00 AM,0,2024,Night,Tuesday,2,Byward Market,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050054.00,367943.703000002,5032442.58599946
443,443,7/5/2024 5:00:00 AM,1800,2024,7/5/2024 5:00:00 AM,1800,2024,Evening,Friday,5,Westboro,21,Central,Ward 15 - Kitchissippi,Jeff Leiper,5050033.02,364289.1009,5027671.61829946
444,444,7/6/2024 5:00:00 AM,200,2024,7/6/2024 5:00:00 AM,200,2024,Night,Saturday,6,Byward Market,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050054.00,367866.786200002,5032275.26129946
445,445,7/16/2024 5:00:00 AM,2000,2024,7/16/2024 5:00:00 AM,2000,2024,Evening,Tuesday,2,Orléans Avalon - Notting Gate - Fallingbrook - Gardenway South,31,East,Ward 19 - Orléans South-Navan,Catherine Kitts,5050171.12,383424.869500008,5034965.11069946
446,446,7/18/2024 5:00:00 AM,2000,2024,7/18/2024 5:00:00 AM,2000,2024,Evening,Thursday,4,Byward Market,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050054.00,367943.703000002,5032442.58599946
447,447,7/26/2024 5:00:00 AM,2100,2024,7/26/2024 5:00:00 AM,2100,2024,Evening,Friday,5,Riverside Park,34,East,Ward 16 - River,Riley Brockington,5050003.00,367554.718100003,5026515.83889946
448,448,8/4/2024 5:00:00 AM,1700,2024,8/4/2024 5:00:00 AM,1700,2024,Afternoon,Sunday,7,Braemar Park - Bel Air Heights - Copeland Park,17,West,Ward 8 - College,Laine Johnson,5050024.00,362967.701900002,5024292.76189946
449,449,8/7/2024 5:00:00 AM,2200,2024,8/7/2024 5:00:00 AM,2200,2024,Evening,Wednesday,3,Hunt Club Park,33,East,Ward 10 - Gloucester-Southgate,Jessica Bradley,5050001.08,373682.738100002,5026044.52709946
450,450,8/10/2024 5:00:00 AM,200,2024,8/10/2024 5:00:00 AM,200,2024,Night,Saturday,6,Glebe - Dows Lake,22,Central,Ward 17 - Capital,Shawn Menard,5050018.00,368683.437600002,5029244.60129946
451,451,8/17/2024 5:00:00 AM,1300,2024,8/1/2022 5:00:00 AM,0,2022,Night,Monday,1,Hintonburg - Mechanicsville,21,Central,Ward 15 - Kitchissippi,Jeff Leiper,5050043.00,365556.003300003,5029694.50689946
452,452,8/24/2024 5:00:00 AM,400,2024,8/24/2024 5:00:00 AM,400,2024,Night,Saturday,6,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050101.00,370026.742300003,5033305.59119946
453,453,9/9/2024 5:00:00 AM,2200,2024,9/9/2024 5:00:00 AM,2200,2024,Evening,Monday,1,Tanglewood,17,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050130.02,364891.698100002,5022110.49699946
454,454,9/10/2024 5:00:00 AM,2000,2024,9/10/2024 5:00:00 AM,2000,2024,Evening,Tuesday,2,Hawthorne Meadows - Sheffield Glen,33,East,Ward 18 - Alta Vista,Marty Carr,5050010.00,374409.737000004,5028440.54189946
455,455,9/15/2024 5:00:00 AM,2100,2024,9/15/2024 5:00:00 AM,2100,2024,Evening,Sunday,7,Centretown,23,Central,Ward 14 - Somerset,Ariel Troster,5050040.00,366941.703000004,5030856.57209946
456,456,9/19/2024 5:00:00 AM,1900,2024,9/19/2024 5:00:00 AM,1900,2024,Evening,Thursday,4,Ledbury - Heron Gate - Ridgemont - Elmwood,34,East,Ward 18 - Alta Vista,Marty Carr,5050007.02,371899.769800003,5026870.84499946
457,457,9/20/2024 5:00:00 AM,1400,2024,9/20/2024 5:00:00 AM,1400,2024,Afternoon,Friday,5,Byward Market,24,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050054.00,368207.454000003,5032227.18189946
458,458,9/22/2024 5:00:00 AM,2200,2024,9/22/2024 5:00:00 AM,2200,2024,Evening,Sunday,7,Vanier North,25,Central,Ward 12 - Rideau-Vanier,Stéphanie Plante,5050103.00,370247.021300005,5033759.13749946
459,459,9/25/2024 5:00:00 AM,0,2024,9/24/2024 5:00:00 AM,1100,2024,Morning,Tuesday,2,Carlington,21,Central,Ward 16 - River,Riley Brockington,5050021.00,365252.700000003,5026585.53509946
460,460,10/10/2024 5:00:00 AM,2300,2024,10/10/2024 5:00:00 AM,2300,2024,Evening,Thursday,4,Rothwell Heights - Beacon Hill North,32,East,Ward 11 - Beacon Hill-Cyrville,Tim Tierney,5050120.03,375275.724900004,5034648.58899946
461,461,10/12/2024 5:00:00 AM,400,2024,10/12/2024 5:00:00 AM,400,2024,Night,Saturday,6,Tanglewood,17,West,Ward 9 - Knoxdale-Merivale,Sean Devine,5050130.02,363967.692900002,5022098.49589946
462,462,11/9/2024 5:00:00 AM,1700,2024,11/9/2024 5:00:00 AM,300,2024,Night,Saturday,6,Britannia Village,14,West,Ward 7 - Bay,Theresa Kavanagh,5050029.00,359555.489000001,5024438.92409946
